"","year","vote","race","language","interview","gender","turnout"
"9488","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9489","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9490","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9491","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9492","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9493","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9494","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","1. Not registered, and did not vote"
"9495","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9496","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9497","2012","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","1. Not registered, and did not vote"
"9498","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9499","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9500","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9501","2012","4. Other (incl. 3d/minor party candidates and write-ins)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9502","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9503","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","1. Not registered, and did not vote"
"9504","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","4. All internet","2. Female","3. Voted (registered)"
"9505","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9506","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9507","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9508","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9509","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9510","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9511","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9512","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9513","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","2. Registered, but did not vote"
"9514","2012","4. Other (incl. 3d/minor party candidates and write-ins)","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","4. All internet","2. Female","3. Voted (registered)"
"9515","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9516","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","4. All internet","2. Female","3. Voted (registered)"
"9517","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9518","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9519","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9520","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9521","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9522","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9523","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9524","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9525","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9526","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9527","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","2. Registered, but did not vote"
"9528","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9529","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9530","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9531","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9532","2012","4. Other (incl. 3d/minor party candidates and write-ins)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9533","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9534","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9535","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9536","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","2. Registered, but did not vote"
"9537","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","2. Registered, but did not vote"
"9538","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9539","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9540","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9541","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","1. Not registered, and did not vote"
"9542","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9543","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","2. Registered, but did not vote"
"9544","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9545","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9546","2012","2. Republican","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","4. All internet","2. Female","3. Voted (registered)"
"9547","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9548","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9549","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9550","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9551","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","1. Not registered, and did not vote"
"9552","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9553","2012","4. Other (incl. 3d/minor party candidates and write-ins)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9554","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9555","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9556","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9557","2012","7. Did not vote or voted but not for president (exc.1972)","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","2. Registered, but did not vote"
"9558","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9559","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9560","2012","2. Republican","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9561","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9562","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","2. Registered, but did not vote"
"9563","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9564","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","2. Registered, but did not vote"
"9565","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9566","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9567","2012","1. Democrat","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9568","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9569","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","2. Registered, but did not vote"
"9570","2012","2. Republican","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","4. All internet","1. Male","3. Voted (registered)"
"9571","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9572","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9573","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9574","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9575","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9576","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9577","2012","2. Republican","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9578","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9579","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9580","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9581","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9582","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9583","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9584","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9585","2012","2. Republican","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9586","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9587","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9588","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9589","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9590","2012","4. Other (incl. 3d/minor party candidates and write-ins)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9591","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9592","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","2. Registered, but did not vote"
"9593","2012","7. Did not vote or voted but not for president (exc.1972)","3. Asian or Pacific Islander, non-Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9594","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9595","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9596","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9597","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9598","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9599","2012","1. Democrat","3. Asian or Pacific Islander, non-Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9600","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9601","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9602","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","2. Registered, but did not vote"
"9603","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9604","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9605","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9606","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","4. All internet","2. Female","1. Not registered, and did not vote"
"9607","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","1. Not registered, and did not vote"
"9608","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9609","2012","2. Republican","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9610","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9611","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9612","2012","7. Did not vote or voted but not for president (exc.1972)","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","4. All internet","2. Female","3. Voted (registered)"
"9613","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9614","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9615","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9616","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9617","2012","4. Other (incl. 3d/minor party candidates and write-ins)","6. Other or multiple races, non-Hispanic (1968-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9618","2012","4. Other (incl. 3d/minor party candidates and write-ins)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9619","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9620","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9621","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","2. Registered, but did not vote"
"9622","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","2. Registered, but did not vote"
"9623","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9624","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","1. Not registered, and did not vote"
"9625","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9626","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9627","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9628","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9629","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9630","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9631","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9632","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9633","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9634","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9635","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9636","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9637","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9638","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9639","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9640","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9641","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9642","2012","1. Democrat","5. Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9643","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9644","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","2. Registered, but did not vote"
"9645","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9646","2012","7. Did not vote or voted but not for president (exc.1972)","4. American Indian or Alaska Native non-Hispanic (1966-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","2. Registered, but did not vote"
"9647","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9648","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9649","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9650","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9651","2012","2. Republican","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9652","2012","1. Democrat","5. Hispanic (1966-2012)","1. Some or all of IW translated to Spanish","4. All internet","1. Male","3. Voted (registered)"
"9653","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9654","2012","1. Democrat","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","3. Voted (registered)"
"9655","2012","1. Democrat","2. Black non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","3. Voted (registered)"
"9656","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","2. Female","1. Not registered, and did not vote"
"9657","2012","7. Did not vote or voted but not for president (exc.1972)","1. White non-Hispanic (1948-2012)","0. IW conducted entirely in English; 2008,2012: beginning language","4. All internet","1. Male","2. Registered, but did not vote"
