"","year","vote","work","job","outofwork","turnout"
"1559","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1560","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1561","2008","1. Democrat","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"1562","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1563","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1564","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1565","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1566","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1567","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1568","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1569","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1570","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1571","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1572","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1573","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1574","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1575","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1576","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1577","2008","4. Other (incl. 3d/minor party candidates and write-ins)","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1578","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1579","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1580","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1581","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1582","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1583","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1584","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1585","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1586","2008","2. Republican","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1587","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1588","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1589","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1590","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1591","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1592","2008","4. Other (incl. 3d/minor party candidates and write-ins)","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1593","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1594","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1595","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1596","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1597","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1598","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1599","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1600","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1601","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1602","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1603","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1604","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1605","2008","1. Democrat","6. Permanently disabled","3. Somewhat","5. No","3. Voted (registered)"
"1606","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1607","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1608","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1609","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1610","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1611","2008","1. Democrat","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1612","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","2. Registered, but did not vote"
"1613","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1614","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1615","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1616","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1617","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1618","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1619","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1620","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1621","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1622","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1623","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1624","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1625","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1626","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1627","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1628","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1629","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1630","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1631","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1632","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1633","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1634","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1635","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1636","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1637","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1638","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1639","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1640","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1641","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1642","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1643","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1644","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1645","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1646","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1647","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1648","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1649","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1650","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"1651","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1652","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1653","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1654","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1655","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1656","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1657","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1658","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1659","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1660","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1661","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1662","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1663","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1664","2008","2. Republican","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1665","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1666","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1667","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1668","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1669","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1670","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1671","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1672","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1673","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"1674","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1675","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1676","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1677","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1678","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1679","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","1. Not registered, and did not vote"
"1680","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1681","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1682","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","1. Yes","1. Not registered, and did not vote"
"1683","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1684","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1685","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1686","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1687","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1688","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1689","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1690","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1691","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1692","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1693","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1694","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1695","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1696","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1697","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1698","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1699","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1700","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1701","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1702","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1703","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1704","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1705","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1706","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1707","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1708","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1709","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1710","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1711","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1712","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1713","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1714","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1715","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1716","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1717","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1718","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1719","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1720","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1721","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1722","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1723","2008","1. Democrat","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1724","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1725","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1726","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1727","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1728","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1729","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1730","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1731","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1732","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1733","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1734","2008","2. Republican","5. Retired","5. Not much at all","5. No","3. Voted (registered)"
"1735","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1736","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1737","2008","2. Republican","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1738","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1739","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1740","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1741","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1742","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1743","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1744","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1745","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1746","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1747","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1748","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1749","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1750","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1751","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1752","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1753","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1754","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1755","2008","2. Republican","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1756","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1757","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","1. Yes","1. Not registered, and did not vote"
"1758","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1759","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1760","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1761","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1762","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1763","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","2. Registered, but did not vote"
"1764","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1765","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1766","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1767","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1768","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1769","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1770","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1771","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1772","2008","1. Democrat","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1773","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1774","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","1. Yes","1. Not registered, and did not vote"
"1775","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1776","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1777","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1778","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1779","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1780","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1781","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1782","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1783","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1784","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1785","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1786","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1787","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1788","2008","2. Republican","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1789","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1790","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1791","2008","1. Democrat","5. Retired","5. Not much at all","5. No","3. Voted (registered)"
"1792","2008","2. Republican","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1793","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1794","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1795","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1796","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1797","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1798","2008","2. Republican","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1799","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1800","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1801","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1802","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1803","2008","7. Did not vote or voted but not for president (exc.1972)","6. Permanently disabled","1. A lot","5. No","2. Registered, but did not vote"
"1804","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1805","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1806","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","5. No","1. Not registered, and did not vote"
"1807","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","1. A lot","1. Yes","1. Not registered, and did not vote"
"1808","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","1. Yes","1. Not registered, and did not vote"
"1809","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1810","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1811","2008","2. Republican","1. Working now","3. Somewhat","1. Yes","3. Voted (registered)"
"1812","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1813","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1814","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","2. Registered, but did not vote"
"1815","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1816","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1817","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1818","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1819","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1820","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1821","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1822","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1823","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1824","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1825","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1826","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1827","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1828","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1829","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1830","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1831","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1832","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1833","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1834","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1835","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1836","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1837","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1838","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1839","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1840","2008","1. Democrat","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1841","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1842","2008","1. Democrat","1. Working now","3. Somewhat","5. No","3. Voted (registered)"
"1843","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
"1844","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1845","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1846","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1847","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1848","2008","2. Republican","1. Working now","1. A lot","5. No","3. Voted (registered)"
"1849","2008","1. Democrat","1. Working now","1. A lot","1. Yes","3. Voted (registered)"
"1850","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1851","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1852","2008","1. Democrat","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1853","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","2. Registered, but did not vote"
"1854","2008","2. Republican","1. Working now","5. Not much at all","5. No","3. Voted (registered)"
"1855","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","3. Somewhat","5. No","1. Not registered, and did not vote"
"1856","2008","7. Did not vote or voted but not for president (exc.1972)","1. Working now","5. Not much at all","5. No","1. Not registered, and did not vote"
"1857","2008","1. Democrat","1. Working now","5. Not much at all","1. Yes","3. Voted (registered)"
